year,block,main_plot,fym_factor_level,rotation_type,rotation_factor_level,johnston_rotation_code,bulk_density,percent_soc,percent_n,note_id
1993,2,30,FYM,ley_arable,Lc3,LC3,1.388,1.120,0.109,*
1993,2,31,none,ley_arable,Ln3,LN3,1.388,1.340,0.126,*
1993,2,32,FYM,ley_arable,Ln3,LN3,1.388,1.600,0.143,*
1994,1,1,FYM,arable,AB,AB,1.508,0.770,0.073,*
1994,1,2,none,arable,AB,AB,1.508,0.800,0.074,*
1994,1,3,none,ley_arable,Lc3,LC3,1.388,1.070,0.100,*
1994,1,4,FYM,ley_arable,Lc3,LC3,1.388,1.340,0.122,*
1994,1,5,FYM,arable,AF,AF,1.508,0.640,0.059,*
1994,1,6,none,arable,AF,AF,1.508,0.570,0.052,*
1994,1,7,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.160,0.106,*
1994,1,8,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.340,0.128,*
1994,1,9,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.100,0.094,*
1994,1,10,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.140,0.103,*
1994,1,11,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.220,0.109,*
1994,1,12,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.350,0.123,*
1994,1,13,FYM,ley_arable,Ln3,LN3,1.388,1.000,0.092,*
1994,1,14,none,ley_arable,Ln3,LN3,1.388,1.000,0.092,*
1994,1,15,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.130,0.104,*
1994,1,16,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.430,0.122,*
1995,3,33,FYM,ley_arable,Lc3,LC3,1.388,1.010,0.101,*
1995,3,34,none,ley_arable,Lc3,LC3,1.388,1.100,0.112,*
1995,3,35,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.200,0.115,*
1995,3,36,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.080,0.098,*
1995,3,37,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.030,0.101,*
1995,3,38,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.130,0.104,*
1995,3,39,FYM,arable,AF,AF,1.508,0.730,0.070,*
1995,3,40,none,arable,AF,AF,1.508,0.790,0.074,*
1995,3,41,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.090,0.106,*
1995,3,42,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.120,0.106,*
1995,3,43,none,ley_arable,Ln3,LN3,1.388,1.070,0.102,*
1995,3,44,FYM,ley_arable,Ln3,LN3,1.388,1.240,0.117,*
1995,3,45,none,arable,AB,AB,1.508,0.880,0.085,*
1995,3,46,FYM,arable,AB,AB,1.508,0.940,0.091,*
1995,3,47,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.070,0.102,*
1995,3,48,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.330,0.122,*
1996,5,65,none,ley_arable,Ln3,LN3,1.388,1.000,0.100,*
1996,5,66,FYM,ley_arable,Ln3,LN3,1.388,1.100,0.109,*
1996,5,67,FYM,arable,AB,AB,1.508,1.010,0.098,*
1996,5,68,none,arable,AB,AB,1.508,1.010,0.092,*
1996,5,69,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.060,0.100,*
1996,5,70,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.160,0.109,*
1996,5,71,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.060,0.102,*
1996,5,72,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.290,0.119,*
1996,5,73,FYM,arable,AF,AF,1.508,0.730,0.074,*
1996,5,74,none,arable,AF,AF,1.508,0.730,0.070,*
1996,5,75,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.310,0.125,*
1996,5,76,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.290,0.119,*
1996,5,77,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.090,0.102,*
1996,5,78,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.030,0.096,*
1996,5,79,none,ley_arable,Lc3,LC3,1.388,1.080,0.105,*
1996,5,80,FYM,ley_arable,Lc3,LC3,1.388,1.180,0.112,*
1997,4,49,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.190,0.116,*
1997,4,50,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.210,0.118,*
1997,4,51,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.310,0.119,*
1997,4,52,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.450,0.132,*
1997,4,53,none,arable,AB,AB,1.508,1.020,0.103,*
1997,4,54,FYM,arable,AB,AB,1.508,1.100,0.108,*
1997,4,55,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.310,0.128,*
1997,4,56,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.320,0.124,*
1997,4,57,FYM,ley_arable,Ln3,LN3,1.388,1.140,0.111,*
1997,4,58,none,ley_arable,Ln3,LN3,1.388,1.150,0.109,*
1997,4,59,FYM,ley_arable,Lc3,LC3,1.388,1.380,0.134,*
1997,4,60,none,ley_arable,Lc3,LC3,1.388,1.430,0.131,*
1997,4,61,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.100,0.104,*
1997,4,62,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.230,0.116,*
1997,4,63,FYM,arable,AF,AF,1.508,0.920,0.089,*
1997,4,64,none,arable,AF,AF,1.508,0.940,0.089,*
1998,2,17,none,arable,AB,AB,1.508,0.720,0.070,*
1998,2,18,FYM,arable,AB,AB,1.508,0.830,0.081,*
1998,2,19,none,arable,AF,AF,1.508,0.730,0.068,*
1998,2,20,FYM,arable,AF,AF,1.508,0.850,0.079,*
1998,2,21,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.000,0.094,*
1998,2,22,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,0.880,0.081,*
1998,2,23,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.180,0.109,*
1998,2,24,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.460,0.135,*
1998,2,25,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.240,0.110,*
1998,2,26,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.310,0.119,*
1998,2,27,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.060,0.098,*
1998,2,28,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.320,0.114,*
1998,2,29,none,ley_arable,Lc3,LC3,1.388,1.070,0.100,*
1998,2,30,FYM,ley_arable,Lc3,LC3,1.388,1.130,0.107,*
1998,2,31,none,ley_arable,Ln3,LN3,1.388,1.230,0.118,*
1998,2,32,FYM,ley_arable,Ln3,LN3,1.388,1.430,0.137,*
1999,1,1,FYM,arable,AB,AB,1.508,0.730,0.073,*
1999,1,2,none,arable,AB,AB,1.508,0.730,0.074,*
1999,1,3,none,ley_arable,Lc3,LC3,1.388,1.010,0.103,*
1999,1,4,FYM,ley_arable,Lc3,LC3,1.388,1.180,0.112,*
1999,1,5,FYM,arable,AF,AF,1.508,0.580,0.057,*
1999,1,6,none,arable,AF,AF,1.508,0.530,0.051,*
1999,1,7,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.000,0.091,*
1999,1,8,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.220,0.112,*
1999,1,9,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,0.850,0.078,*
1999,1,10,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.030,0.096,*
1999,1,11,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.360,0.120,*
1999,1,12,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.220,0.111,*
1999,1,13,FYM,ley_arable,Ln3,LN3,1.388,0.960,0.091,*
1999,1,14,none,ley_arable,Ln3,LN3,1.388,1.000,0.093,*
1999,1,15,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.040,0.097,*
1999,1,16,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.250,0.113,*
2000,3,33,FYM,ley_arable,Lc3,LC3,1.388,1.180,0.115,*
2000,3,34,none,ley_arable,Lc3,LC3,1.388,1.030,0.096,*
2000,3,35,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.300,0.124,*
2000,3,36,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.390,0.121,*
2000,3,37,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.220,0.112,*
2000,3,38,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.450,0.134,*
2000,3,39,FYM,arable,AM,AF,1.508,0.940,0.087,*
2000,3,40,none,arable,AM,AF,1.508,0.930,0.087,*
2000,3,41,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.220,0.117,*
2000,3,42,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.340,0.120,*
2000,3,43,none,ley_arable,Ln3,LN3,1.388,1.350,0.126,*
2000,3,44,FYM,ley_arable,Ln3,LN3,1.388,1.510,0.130,*
2000,3,45,none,arable,ABe,AB,1.508,1.040,0.093,*
2000,3,46,FYM,arable,ABe,AB,1.508,1.060,0.096,*
2000,3,47,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.280,0.119,*
2000,3,48,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.550,0.133,*
2001,5,65,none,ley_arable,Ln3,LN3,1.388,1.220,0.114,*
2001,5,66,FYM,ley_arable,Ln3,LN3,1.388,1.330,0.121,*
2001,5,67,FYM,arable,ABe,AB,1.508,1.140,0.106,*
2001,5,68,none,arable,ABe,AB,1.508,1.190,0.108,*
2001,5,69,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.220,0.124,*
2001,5,70,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.240,0.112,*
2001,5,71,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.640,0.144,*
2001,5,72,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.640,0.136,*
2001,5,73,FYM,arable,AM,AF,1.508,0.870,0.081,*
2001,5,74,none,arable,AM,AF,1.508,0.850,0.078,*
2001,5,75,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.500,0.125,*
2001,5,76,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.430,0.129,*
2001,5,77,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.310,0.123,*
2001,5,78,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.300,0.117,*
2001,5,79,none,ley_arable,Lc3,LC3,1.388,1.270,0.117,*
2001,5,80,FYM,ley_arable,Lc3,LC3,1.388,1.500,0.136,*
2002,4,49,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.420,0.126,*
2002,4,50,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.430,0.129,*
2002,4,51,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.610,0.137,*
2002,4,52,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.820,0.149,*
2002,4,53,none,arable,ABe,AB,1.508,1.040,0.101,*
2002,4,54,FYM,arable,ABe,AB,1.508,1.200,0.112,*
2002,4,55,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.500,0.135,*
2002,4,56,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.680,0.152,*
2002,4,57,FYM,ley_arable,Ln3,LN3,1.388,1.330,0.127,*
2002,4,58,none,ley_arable,Ln3,LN3,1.388,1.430,0.131,*
2002,4,59,FYM,ley_arable,Lc3,LC3,1.388,1.390,0.131,*
2002,4,60,none,ley_arable,Lc3,LC3,1.388,1.460,0.135,*
2002,4,61,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.200,0.114,*
2002,4,62,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.370,0.127,*
2002,4,63,FYM,arable,AM,AF,1.508,0.970,0.091,*
2002,4,64,none,arable,AM,AF,1.508,1.050,0.093,*
2003,2,17,none,arable,ABe,AB,1.508,0.730,0.072,*
2003,2,18,FYM,arable,ABe,AB,1.508,0.850,0.077,*
2003,2,19,none,arable,AM,AF,1.508,0.750,0.050,*
2003,2,20,FYM,arable,AM,AF,1.508,0.900,0.060,*
2003,2,21,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.260,0.085,*
2003,2,22,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.070,0.066,*
2003,2,23,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.230,0.088,*
2003,2,24,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.440,0.105,*
2003,2,25,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.150,0.081,*
2003,2,26,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.100,0.078,*
2003,2,27,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.410,0.096,*
2003,2,28,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.540,0.103,*
2003,2,29,none,ley_arable,Lc3,LC3,1.388,1.090,0.073,*
2003,2,30,FYM,ley_arable,Lc3,LC3,1.388,1.070,0.076,*
2003,2,31,none,ley_arable,Ln3,LN3,1.388,1.320,0.085,*
2003,2,32,FYM,ley_arable,Ln3,LN3,1.388,1.540,0.105,*
2004,1,1,FYM,arable,ABe,AB,1.508,0.730,0.049,*
2004,1,2,none,arable,ABe,AB,1.508,0.790,0.057,*
2004,1,3,none,ley_arable,Lc3,LC3,1.388,1.070,0.083,*
2004,1,4,FYM,ley_arable,Lc3,LC3,1.388,1.350,0.099,*
2004,1,5,FYM,arable,AM,AF,1.508,0.550,0.036,*
2004,1,6,none,arable,AM,AF,1.508,0.610,0.039,*
2004,1,7,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.000,0.072,*
2004,1,8,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.220,0.087,*
2004,1,9,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.110,0.074,*
2004,1,10,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.200,0.084,*
2004,1,11,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.210,0.086,*
2004,1,12,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.280,0.092,*
2004,1,13,FYM,ley_arable,Ln3,LN3,1.388,0.960,0.066,*
2004,1,14,none,ley_arable,Ln3,LN3,1.388,1.080,0.077,*
2004,1,15,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.260,0.091,*
2004,1,16,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.350,0.097,*
2005,3,33,FYM,ley_arable,Lc3,LC3,1.388,1.130,0.118,*
2005,3,34,none,ley_arable,Lc3,LC3,1.388,1.060,0.101,*
2005,3,35,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.250,0.130,*
2005,3,36,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.320,0.119,*
2005,3,37,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.270,0.113,*
2005,3,38,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.740,0.162,*
2005,3,39,FYM,arable,AM,AF,1.508,0.920,0.085,*
2005,3,40,none,arable,AM,AF,1.508,0.910,0.079,*
2005,3,41,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.240,0.114,*
2005,3,42,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.630,0.147,*
2005,3,43,none,ley_arable,Ln3,Ln3,1.388,1.500,0.135,*
2005,3,44,FYM,ley_arable,Ln3,Ln3,1.388,1.630,0.142,*
2005,3,45,none,arable,ABe,AB,1.508,0.980,0.096,*
2005,3,46,FYM,arable,ABe,AB,1.508,1.040,0.100,*
2005,3,47,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.470,0.132,*
2005,3,48,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.660,0.144,*
2006,5,65,none,ley_arable,Ln3,Ln3,1.388,1.120,0.107,*
2006,5,66,FYM,ley_arable,Ln3,Ln3,1.388,1.250,0.119,*
2006,5,67,FYM,arable,ABe,AB,1.508,1.070,0.103,*
2006,5,68,none,arable,ABe,AB,1.508,1.220,0.116,*
2006,5,69,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.290,0.122,*
2006,5,70,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.490,0.136,*
2006,5,71,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.410,0.132,*
2006,5,72,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.590,0.148,*
2006,5,73,FYM,arable,AM,AF,1.508,0.870,0.086,*
2006,5,74,none,arable,AM,AF,1.508,0.810,0.079,*
2006,5,75,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.500,0.138,*
2006,5,76,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.440,0.127,*
2006,5,77,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.290,0.120,*
2006,5,78,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.280,0.126,*
2006,5,79,none,ley_arable,Lc3,LC3,1.388,1.230,0.119,*
2006,5,80,FYM,ley_arable,Lc3,LC3,1.388,1.490,0.142,*
2007,4,49,FYM,leyc_8yr,LLc/ABe,LC8_1st,1.388,1.240,0.121,*
2007,4,50,none,leyc_8yr,LLc/ABe,LC8_1st,1.388,1.370,0.127,*
2007,4,51,none,leyn_8yr,Lln/AO,LN8_1st,1.388,1.510,0.136,*
2007,4,52,FYM,leyn_8yr,Lln/AO,LN8_1st,1.388,1.520,0.139,*
2007,4,53,none,arable,ABe,AB,1.508,0.940,0.094,*
2007,4,54,FYM,arable,ABe,AB,1.508,1.000,0.100,*
2007,4,55,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.590,0.144,*
2007,4,56,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.990,0.176,*
2007,4,57,FYM,ley_arable,Ln3,Ln3,1.388,1.320,0.126,*
2007,4,58,none,ley_arable,Ln3,Ln3,1.388,1.280,0.122,*
2007,4,59,FYM,ley_arable,Lc3,LC3,1.388,1.420,0.134,*
2007,4,60,none,ley_arable,Lc3,LC3,1.388,1.530,0.145,*
2007,4,61,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.240,0.117,*
2007,4,62,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.340,0.127,*
2007,4,63,FYM,arable,AM,AF,1.508,0.940,0.091,*
2007,4,64,none,arable,AM,AF,1.508,0.970,0.094,*
2008,2,17,none,arable,ABe,AB,1.508,0.680,0.062,*
2008,2,18,FYM,arable,ABe,AB,1.508,0.760,0.075,*
2008,2,19,none,arable,AM,AF,1.508,0.680,0.066,*
2008,2,20,FYM,arable,AM,AF,1.508,0.860,0.083,*
2008,2,21,FYM,leyc_8yr,Llc/ABe,LC8_1st,1.388,0.930,0.088,*
2008,2,22,none,leyc_8yr,Llc/ABe,LC8_1st,1.388,0.960,0.089,*
2008,2,23,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.350,0.121,*
2008,2,24,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.590,0.138,*
2008,2,25,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.370,0.120,*
2008,2,26,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.300,0.115,*
2008,2,27,none,leyn_8yr,Lln/AO,LN8_1st,1.388,1.170,0.104,*
2008,2,28,FYM,leyn_8yr,Lln/AO,LN8_1st,1.388,1.350,0.125,*
2008,2,29,none,ley_arable,Lc3,LC3,1.388,1.080,0.104,*
2008,2,30,FYM,ley_arable,Lc3,LC3,1.388,1.110,0.105,*
2008,2,31,none,ley_arable,Ln3,Ln3,1.388,1.140,0.102,*
2008,2,32,FYM,ley_arable,Ln3,Ln3,1.388,1.430,0.126,*
2009,1,1,FYM,arable,ABe,AB,1.508,0.690,0.065,*
2009,1,2,none,arable,ABe,AB,1.508,0.700,0.067,*
2009,1,3,none,ley_arable,Lc3,LC3,1.388,1.020,0.097,*
2009,1,4,FYM,ley_arable,Lc3,LC3,1.388,1.290,0.119,*
2009,1,5,FYM,arable,AM,AF,1.508,0.550,0.052,*
2009,1,6,none,arable,AM,AF,1.508,0.530,0.049,*
2009,1,7,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.110,0.103,*
2009,1,8,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.250,0.114,*
2009,1,9,none,leyn_8yr,LLn/AO,LN8_1st,1.388,0.920,0.086,*
2009,1,10,FYM,leyn_8yr,LLn/AO,LN8_1st,1.388,1.010,0.093,*
2009,1,11,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.400,0.125,*
2009,1,12,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.330,0.118,*
2009,1,13,FYM,ley_arable,Ln3,Ln3,1.388,0.970,0.090,*
2009,1,14,none,ley_arable,Ln3,Ln3,1.388,1.020,0.094,*
2009,1,15,none,leyc_8yr,LLc/ABe,LC8_1st,1.388,1.040,0.097,*
2009,1,16,FYM,leyc_8yr,LLc/ABe,LC8_1st,1.388,1.240,0.116,*
